question_id,candidate_name,category,difficulty,expected_source,accept_sources,question,prob_structured,prob_skill,prob_docs,prob_project
q045,Ofir Ohan,projects,hard,docs,,What ML models has the candidate built?,0.1,0.2,0.9,0.0
q046,Ofir Ohan,projects,medium,docs,,Does the candidate have real-time systems experience?,0.2,0.8,0.7,0.0
q047,Ofir Ohan,projects,medium,docs,,Has the candidate worked on any NLP projects?,0.1,0.2,0.9,0.0
q048,Ofir Ohan,projects,medium,docs,,What is the largest dataset the candidate has worked with?,0.1,0.1,0.9,0.0
q049,Ofir Ohan,certifications,medium,docs,,What certifications does the candidate have?,0.1,0.1,0.9,0.0
q050,Ofir Ohan,certifications,easy,docs,,Does the candidate have any AWS certifications?,0.1,0.1,0.9,0.0
q051,Ofir Ohan,certifications,easy,docs,,Does the candidate have a deep learning certification?,0.3,0.0,0.9,0.0
q052,Ofir Ohan,certifications,easy,docs,,When did the candidate get their AWS certification?,0.2,0.0,0.9,0.0
q053,Ofir Ohan,certifications,medium,docs,,Does the candidate have any project management certifications?,0.2,0.0,0.9,0.0
q054,Ofir Ohan,preferences,easy,structured,,What is the candidate's salary expectation?,1.0,0.0,0.2,0.0
q055,Ofir Ohan,preferences,easy,structured,,Where does the candidate prefer to work?,1.0,0.0,0.1,0.0
q056,Ofir Ohan,preferences,easy,structured,,When is the candidate available to start?,0.9,0.0,0.2,0.0
q057,Ofir Ohan,preferences,easy,structured,,"Does the candidate prefer remote, hybrid, or onsite work?",1.0,0.0,0.1,0.0
q058,Ofir Ohan,preferences,easy,structured,,Is the candidate open to relocation?,1.0,0.0,0.3,0.0
q059,Ofir Ohan,preferences,easy,structured,,What job title is the candidate looking for?,1.0,0.0,0.0,0.0
q060,Ofir Ohan,preferences,medium,structured,,Would the candidate work fully onsite?,1.0,0.0,0.2,0.0
q061,Ofir Ohan,preferences,easy,structured,,When can the candidate start working?,1.0,0.0,0.0,0.0
q062,Ofir Ohan,proficiency,easy,skill,,How proficient is the candidate in PyTorch?,0.1,1.0,0.4,0.0
q063,Ofir Ohan,proficiency,medium,skill,,Rate the candidate's Python skills.,0.0,1.0,0.4,0.0
q064,Ofir Ohan,proficiency,medium,skill,,What are the candidate's strongest skills?,0.1,0.5,0.8,0.0
q065,Ofir Ohan,proficiency,medium,docs,,How strong is the candidate at Kafka?,0.0,1.0,0.4,0.0
q066,Ofir Ohan,negative,easy,none,,What is the candidate's blood type?,0.0,0.0,0.0,0.0
q067,Ofir Ohan,negative,easy,none,,What are the candidate's political opinions?,0.0,0.0,0.0,0.0
q068,Ofir Ohan,negative,easy,none,,Is the candidate married?,0.0,0.0,0.0,0.0
q069,Ofir Ohan,negative,easy,none,,What is the candidate's religion?,0.0,0.0,0.0,0.0
q070,Ofir Ohan,negative,easy,none,,What is the candidate's credit score?,0.0,0.0,0.0,0.0
q071,Ofir Ohan,complex,hard,docs,,Is this candidate overqualified for a junior data scientist role?,0.4,0.0,0.9,0.0
q072,Ofir Ohan,complex,hard,docs,,Would this candidate be a good fit for a remote ML role in Europe?,0.4,0.3,0.9,0.0
q073,Ofir Ohan,complex,hard,docs,,Compare the candidate's academic and professional experience.,0.4,0.0,0.9,0.0
q074,Ofir Ohan,complex,hard,docs,,What unique combination of skills does this candidate offer?,0.0,0.0,0.9,0.0
q075,Ofir Ohan,complex,hard,docs,,Summarize why I should consider this candidate for a senior ML engineer position.,0.2,0.2,0.9,0.0
q001,Noa Friedman,personal,easy,structured,,What is the candidate's full name?,1.0,0.0,0.0,0.0
q002,Noa Friedman,personal,easy,structured,,What is the candidate's email address?,1.0,0.0,0.1,0.0
q003,Noa Friedman,personal,easy,structured,,What is the candidate's phone number?,1.0,0.0,0.0,0.0
q004,Noa Friedman,personal,easy,structured,,What is the candidate's LinkedIn profile?,1.0,0.0,0.0,0.0
q005,Noa Friedman,personal,easy,structured,,What is the candidate's GitHub profile URL?,1.0,0.0,0.0,0.0
q006,Noa Friedman,personal,medium,structured,,How can I contact the candidate?,1.0,0.0,0.1,0.0
q007,Noa Friedman,personal,easy,structured,,What country is the candidate based in?,1.0,0.0,0.1,0.0
q008,Noa Friedman,personal,easy,structured,,What is the candidate's country dialing code?,1.0,0.0,0.1,0.0
q009,Noa Friedman,education,easy,docs,,What degree does the candidate hold?,0.9,0.0,0.2,0.0
q010,Noa Friedman,education,easy,docs,,What did the candidate study?,0.9,0.0,0.2,0.0
q011,Noa Friedman,education,easy,docs,,Where did the candidate study?,0.9,0.0,0.2,0.0
q012,Noa Friedman,education,easy,docs,,When did the candidate graduate?,1.0,0.0,0.2,0.0
q013,Noa Friedman,education,easy,docs,,What is the candidate's GPA?,1.0,0.0,0.1,0.0
q014,Noa Friedman,education,medium,docs,,Tell me about the candidate's educational background.,0.9,0.0,0.3,0.0
q015,Noa Friedman,education,medium,docs,,What was the candidate's MBA project about?,0.1,0.0,0.9,0.0
q016,Noa Friedman,education,medium,docs,,Did the candidate receive any academic honors?,0.2,0.0,0.8,0.0
q017,Noa Friedman,experience,easy,structured,,How many years of experience does the candidate have?,0.9,0.0,0.1,0.0
q018,Noa Friedman,experience,easy,structured,,What is the candidate's current role?,1.0,0.0,0.0,0.0
q019,Noa Friedman,experience,medium,structured,,Describe the candidate's current job responsibilities.,0.4,0.0,0.9,0.0
q020,Noa Friedman,experience,medium,docs,,Where has the candidate worked previously?,0.2,0.0,0.9,0.0
q021,Noa Friedman,experience,medium,docs,,What was the candidate's first job?,0.2,0.0,0.9,0.0
q022,Noa Friedman,experience,medium,docs,,Describe the candidate's work at ironSource.,0.2,0.1,0.9,0.0
q023,Noa Friedman,experience,medium,docs,,Has the candidate held a leadership role?,0.3,0.0,0.8,0.0
q024,Noa Friedman,experience,medium,docs,,What industries has the candidate worked in?,0.2,0.0,0.9,0.0
q025,Noa Friedman,experience,hard,docs,,What is a key technical achievement the candidate accomplished?,0.2,0.1,0.9,0.0
q026,Noa Friedman,experience,medium,docs,,Has the candidate had any mentoring experience?,0.2,0.1,0.9,0.0
q027,Noa Friedman,skills,easy,docs,,What programming languages does the candidate know?,0.1,0.2,0.9,0.0
q028,Noa Friedman,skills,medium,docs,,What are the candidate's primary product tools?,0.1,0.0,0.9,0.0
q029,Noa Friedman,skills,medium,docs,,What cloud platforms does the candidate have experience with?,0.1,0.1,0.9,0.0
q030,Noa Friedman,skills,medium,docs,,What data and analytics tools does the candidate use?,0.1,0.0,0.9,0.0
q031,Noa Friedman,skills,medium,docs,,Does the candidate have technical knowledge?,0.2,0.1,0.9,0.0
q032,Noa Friedman,skills,easy,docs,skill,Does the candidate know Python?,0.1,0.8,0.4,0.0
q033,Noa Friedman,skills,easy,docs,,Does the candidate have A/B testing experience?,0.1,0.2,0.9,0.0
q034,Noa Friedman,skills,medium,docs,,Does the candidate have data analytics experience?,0.2,0.1,0.9,0.0
q035,Noa Friedman,skills,medium,docs,,What product management methodologies does the candidate use?,0.1,0.2,0.9,0.0
q036,Noa Friedman,skills,medium,docs,,Does the candidate have user research experience?,0.4,0.3,0.8,0.0
q037,Noa Friedman,skills,easy,docs,,Does the candidate have experience with ML products?,0.2,0.3,0.9,0.0
q038,Noa Friedman,skills,medium,docs,,What visualization and reporting tools does the candidate know?,0.1,0.2,0.9,0.0
q039,Noa Friedman,projects,medium,docs,,What projects has the candidate worked on?,0.1,0.0,0.9,0.0
q040,Noa Friedman,projects,medium,docs,,Tell me about the ad mediation project.,0.1,0.0,0.9,0.0
q041,Noa Friedman,projects,medium,docs,,What was the outcome of the analytics dashboard project?,0.1,0.2,0.9,0.0
q042,Noa Friedman,projects,medium,docs,,What technologies were used in the LTV modeling project?,0.1,0.0,0.9,0.0
q043,Noa Friedman,projects,hard,docs,,What is the candidate's most significant project?,0.1,0.0,0.9,0.0
q044,Noa Friedman,projects,medium,docs,,Has the candidate contributed to open-source projects?,0.1,0.1,0.9,0.0
q045,Noa Friedman,projects,hard,docs,,What products has the candidate built or launched?,0.1,0.0,0.9,0.0
q046,Noa Friedman,projects,medium,docs,,Does the candidate have monetization experience?,0.2,0.5,0.9,0.0
q047,Noa Friedman,projects,medium,docs,,Has the candidate worked on developer-facing products?,0.3,0.2,0.9,0.0
q048,Noa Friedman,projects,medium,docs,,What is the scale of products the candidate has managed?,0.2,0.0,0.9,0.0
q049,Noa Friedman,certifications,medium,docs,,What certifications does the candidate have?,0.1,0.2,0.9,0.0
q050,Noa Friedman,certifications,easy,docs,,Does the candidate have a product management certification?,0.0,0.0,1.0,0.0
q051,Noa Friedman,certifications,easy,docs,,Does the candidate have a data analytics certification?,0.2,0.0,0.9,0.0
q052,Noa Friedman,certifications,easy,docs,,When did the candidate get their Scrum certification?,0.2,0.0,0.9,0.0
q053,Noa Friedman,certifications,medium,docs,,Does the candidate have any management or methodology certifications?,0.2,0.0,0.9,0.0
q054,Noa Friedman,preferences,easy,structured,,What is the candidate's salary expectation?,1.0,0.0,0.3,0.0
q055,Noa Friedman,preferences,easy,structured,,Where does the candidate prefer to work?,1.0,0.0,0.0,0.0
q056,Noa Friedman,preferences,easy,structured,,When is the candidate available to start?,1.0,0.0,0.0,0.0
q057,Noa Friedman,preferences,easy,structured,,"Does the candidate prefer remote, hybrid, or onsite work?",1.0,0.0,0.0,0.0
q058,Noa Friedman,preferences,easy,structured,,Is the candidate open to relocation?,0.9,0.0,0.1,0.0
q059,Noa Friedman,preferences,easy,structured,,What job title is the candidate looking for?,1.0,0.0,0.1,0.0
q060,Noa Friedman,preferences,medium,structured,,Would the candidate work fully onsite?,0.8,0.0,0.5,0.0
q061,Noa Friedman,preferences,easy,structured,,When can the candidate start working?,1.0,0.0,0.2,0.0
q062,Noa Friedman,proficiency,easy,skill,,How proficient is the candidate in SQL?,0.0,1.0,0.4,0.0
q063,Noa Friedman,proficiency,medium,skill,,Rate the candidate's Tableau skills.,0.0,1.0,0.4,0.0
q064,Noa Friedman,proficiency,medium,skill,,What are the candidate's strongest skills?,0.2,0.2,0.8,0.0
q065,Noa Friedman,proficiency,medium,docs,,How strong is the candidate at Looker?,0.1,1.0,0.2,0.0
q066,Noa Friedman,negative,easy,none,,What is the candidate's blood type?,0.0,0.0,0.0,0.0
q067,Noa Friedman,negative,easy,none,,What are the candidate's political opinions?,0.0,0.0,0.0,0.0
q068,Noa Friedman,negative,easy,none,,Is the candidate married?,0.0,0.0,0.0,0.0
q069,Noa Friedman,negative,easy,none,,What is the candidate's religion?,0.0,0.0,0.0,0.0
q070,Noa Friedman,negative,easy,none,,What is the candidate's credit score?,0.0,0.0,0.0,0.0
q071,Noa Friedman,complex,hard,docs,,Is this candidate overqualified for a junior product manager role?,0.4,0.2,0.9,0.0
q072,Noa Friedman,complex,hard,docs,,Would this candidate be a good fit for a remote product role in Europe?,0.4,0.2,0.9,0.0
q073,Noa Friedman,complex,hard,docs,,Compare the candidate's academic and professional experience.,0.4,0.2,0.9,0.0
q074,Noa Friedman,complex,hard,docs,,What unique combination of skills does this candidate offer?,0.2,0.1,0.9,0.0
q075,Noa Friedman,complex,hard,docs,,Summarize why I should consider this candidate for a director of product position.,0.2,0.2,0.9,0.0
q001,Tal Ben-David,personal,easy,structured,,What is the candidate's full name?,1.0,0.0,0.0,0.0
q002,Tal Ben-David,personal,easy,structured,,What is the candidate's email address?,1.0,0.0,0.1,0.0
q003,Tal Ben-David,personal,easy,structured,,What is the candidate's phone number?,1.0,0.0,0.0,0.0
q004,Tal Ben-David,personal,easy,structured,,What is the candidate's LinkedIn profile?,1.0,0.0,0.0,0.0
q005,Tal Ben-David,personal,easy,structured,,What is the candidate's GitHub profile URL?,1.0,0.0,0.0,0.0
q006,Tal Ben-David,personal,medium,structured,,How can I contact the candidate?,1.0,0.0,0.1,0.0
q007,Tal Ben-David,personal,easy,structured,,What country is the candidate based in?,1.0,0.0,0.0,0.0
q008,Tal Ben-David,personal,easy,structured,,What is the candidate's country dialing code?,1.0,0.0,0.0,0.0
q009,Tal Ben-David,education,easy,structured,,What degree does the candidate hold?,1.0,0.0,0.1,0.0
q010,Tal Ben-David,education,easy,structured,,What did the candidate study?,0.9,0.0,0.3,0.0
q011,Tal Ben-David,education,easy,structured,,Where did the candidate study?,1.0,0.0,0.0,0.0
q012,Tal Ben-David,education,easy,structured,,When did the candidate graduate?,0.9,0.0,0.1,0.0
q013,Tal Ben-David,education,easy,structured,,What is the candidate's GPA?,1.0,0.0,0.0,0.0
q014,Tal Ben-David,education,medium,docs,,Tell me about the candidate's educational background.,0.9,0.0,0.4,0.0
q015,Tal Ben-David,education,medium,docs,,What was the candidate's thesis about?,0.1,0.0,0.9,0.0
q016,Tal Ben-David,education,medium,docs,,Did the candidate receive any academic honors?,0.2,0.0,0.8,0.0
q017,Tal Ben-David,experience,easy,structured,,How many years of experience does the candidate have?,1.0,0.0,0.0,0.0
q018,Tal Ben-David,experience,easy,structured,,What is the candidate's current role?,1.0,0.0,0.1,0.0
q019,Tal Ben-David,experience,medium,structured,,Describe the candidate's current job responsibilities.,0.2,0.1,0.9,0.0
q020,Tal Ben-David,experience,medium,docs,,Where has the candidate worked previously?,0.2,0.0,0.9,0.0
q021,Tal Ben-David,experience,medium,docs,,What was the candidate's first job?,0.2,0.1,0.8,0.0
q022,Tal Ben-David,experience,medium,docs,,Describe the candidate's work at Amdocs.,0.2,0.0,0.9,0.0
q023,Tal Ben-David,experience,medium,docs,,Has the candidate held a leadership role?,0.3,0.0,0.9,0.0
q024,Tal Ben-David,experience,medium,docs,,What industries has the candidate worked in?,0.2,0.0,0.9,0.0
q025,Tal Ben-David,experience,hard,docs,,What is a key technical achievement the candidate accomplished?,0.2,0.1,0.9,0.0
q026,Tal Ben-David,experience,medium,docs,,Has the candidate had any teaching experience?,0.2,0.1,0.9,0.0
q027,Tal Ben-David,skills,easy,docs,,What programming languages does the candidate know?,0.1,0.2,0.9,0.0
q028,Tal Ben-David,skills,medium,docs,,What are the candidate's primary technical frameworks and tools?,0.2,0.1,0.9,0.0
q029,Tal Ben-David,skills,medium,docs,,What cloud platforms does the candidate have experience with?,0.1,0.2,0.9,0.0
q030,Tal Ben-David,skills,medium,docs,,What databases has the candidate worked with?,0.1,0.1,0.9,0.0
q031,Tal Ben-David,skills,medium,docs,,Does the candidate have DevOps or infrastructure experience?,0.2,0.1,0.9,0.0
q032,Tal Ben-David,skills,easy,docs,,Does the candidate know Python?,0.1,1.0,0.4,0.0
q033,Tal Ben-David,skills,easy,docs,skill,Does the candidate have experience with Kafka?,0.1,1.0,0.4,0.0
q034,Tal Ben-David,skills,medium,docs,,Does the candidate have distributed systems experience?,0.2,0.5,0.9,0.0
q035,Tal Ben-David,skills,medium,docs,,What architecture patterns does the candidate know?,0.1,0.2,0.9,0.0
q036,Tal Ben-David,skills,medium,docs,,Does the candidate have observability experience?,0.0,0.5,0.8,0.0
q037,Tal Ben-David,skills,easy,docs,skill,Does the candidate have experience with Kubernetes?,0.1,1.0,0.4,0.0
q038,Tal Ben-David,skills,medium,docs,,What streaming and data processing tools does the candidate know?,0.1,0.1,0.9,0.0
q039,Tal Ben-David,projects,medium,docs,,What projects has the candidate worked on?,0.1,0.0,0.9,0.0
q040,Tal Ben-David,projects,medium,docs,,Tell me about the event enrichment pipeline.,0.0,0.0,0.0,1.0
q041,Tal Ben-David,projects,medium,docs,,What was the outcome of the multi-region architecture project?,0.0,0.0,0.9,0.0
q042,Tal Ben-David,projects,medium,docs,,What technologies were used in the microservices migration?,0.1,0.0,0.9,0.0
q043,Tal Ben-David,projects,hard,docs,,What is the candidate's most significant project?,0.1,0.1,0.9,0.0
q044,Tal Ben-David,projects,medium,docs,,Has the candidate contributed to open-source projects?,0.1,0.1,0.9,0.0
q045,Tal Ben-David,projects,hard,docs,,What systems has the candidate built?,0.1,0.1,0.9,0.0
q046,Tal Ben-David,projects,medium,docs,,Does the candidate have high-availability experience?,0.2,0.1,0.9,0.0
q047,Tal Ben-David,projects,medium,docs,,Has the candidate worked on migration projects?,0.2,0.3,0.9,0.0
q048,Tal Ben-David,projects,medium,docs,,What is the scale of systems the candidate has worked with?,0.3,0.1,0.9,0.0
q049,Tal Ben-David,certifications,medium,docs,,What certifications does the candidate have?,0.1,0.2,0.9,0.0
q050,Tal Ben-David,certifications,easy,docs,,Does the candidate have an AWS certification?,0.2,0.0,0.9,0.0
q051,Tal Ben-David,certifications,easy,docs,,Does the candidate have a Kafka certification?,0.2,0.0,0.9,0.0
q052,Tal Ben-David,certifications,easy,docs,,When did the candidate get their Java certification?,0.2,0.0,0.9,0.0
q053,Tal Ben-David,certifications,medium,docs,,Does the candidate have any management certifications?,0.3,0.1,0.9,0.0
q054,Tal Ben-David,preferences,easy,structured,,What is the candidate's salary expectation?,1.0,0.0,0.1,0.0
q055,Tal Ben-David,preferences,easy,structured,,Where does the candidate prefer to work?,1.0,0.0,0.0,0.0
q056,Tal Ben-David,preferences,easy,structured,,When is the candidate available to start?,1.0,0.0,0.0,0.0
q057,Tal Ben-David,preferences,easy,structured,,"Does the candidate prefer remote, hybrid, or onsite work?",1.0,0.0,0.2,0.0
q058,Tal Ben-David,preferences,easy,structured,,Is the candidate open to relocation?,1.0,0.0,0.0,0.0
q059,Tal Ben-David,preferences,easy,structured,,What job title is the candidate looking for?,1.0,0.0,0.0,0.0
q060,Tal Ben-David,preferences,medium,structured,,Would the candidate work fully onsite?,0.8,0.0,0.3,0.0
q061,Tal Ben-David,preferences,easy,structured,,When can the candidate start working?,1.0,0.0,0.2,0.0
q062,Tal Ben-David,proficiency,easy,skill,,How proficient is the candidate in Java?,0.0,1.0,0.4,0.0
q063,Tal Ben-David,proficiency,medium,skill,,Rate the candidate's Kafka skills.,0.0,1.0,0.4,0.0
q064,Tal Ben-David,proficiency,medium,skill,,What are the candidate's strongest skills?,0.1,0.2,0.8,0.0
q065,Tal Ben-David,proficiency,medium,docs,,How strong is the candidate at Kotlin?,0.1,1.0,0.4,0.0
q066,Tal Ben-David,negative,easy,none,,What is the candidate's blood type?,0.0,0.0,0.0,0.0
q067,Tal Ben-David,negative,easy,none,,What are the candidate's political opinions?,0.0,0.0,0.0,0.0
q068,Tal Ben-David,negative,easy,none,,Is the candidate married?,0.0,0.0,0.0,0.0
q069,Tal Ben-David,negative,easy,none,,What is the candidate's religion?,0.0,0.0,0.0,0.0
q070,Tal Ben-David,negative,easy,none,,What is the candidate's credit score?,0.0,0.0,0.0,0.0
q071,Tal Ben-David,complex,hard,docs,,Is this candidate overqualified for a junior backend role?,0.2,0.2,0.9,0.0
q072,Tal Ben-David,complex,hard,docs,,Would this candidate be a good fit for a remote backend role in Europe?,0.4,0.2,0.9,0.0
q073,Tal Ben-David,complex,hard,docs,,Compare the candidate's academic and professional experience.,0.4,0.0,0.9,0.0
q074,Tal Ben-David,complex,hard,docs,,What unique combination of skills does this candidate offer?,0.2,0.3,0.9,0.0
q075,Tal Ben-David,complex,hard,docs,,Summarize why I should consider this candidate for a principal engineer position.,0.2,0.2,0.9,0.0
p001,Project Knowledge Base,project,easy,project,,What is this project?,0.0,0.0,0.9,0.0
p002,Project Knowledge Base,project,easy,project,,Give me a high-level overview of the system.,0.0,0.0,0.0,1.0
p003,Project Knowledge Base,project,medium,project,,What reranker does the project use?,0.0,0.0,0.0,1.0
p004,Project Knowledge Base,project,medium,project,,How does the skill proficiency estimation work?,0.0,0.0,0.1,1.0
p005,Project Knowledge Base,project,medium,project,,What evaluation frameworks does the project use?,0.0,0.0,0.0,1.0
p006,Project Knowledge Base,project,medium,project,,What is Reciprocal Rank Fusion used for in the retrieval pipeline?,0.0,0.0,0.0,1.0
p007,Project Knowledge Base,project,easy,project,,Which vector database does the project use?,0.0,0.0,0.0,1.0
p008,Project Knowledge Base,project,medium,project,,What embedding options does the project support?,0.0,0.0,0.0,1.0
p009,Project Knowledge Base,project,hard,project,,How are documents ingested?,0.0,0.0,0.0,1.0
p010,Project Knowledge Base,project,medium,project,,What tools does the agent have?,0.0,0.0,0.0,1.0
p011,Project Knowledge Base,project,medium,project,,What does the query router do?,0.0,0.0,0.0,1.0
p012,Project Knowledge Base,project,medium,project,,How is the recruiter chat deployed and secured?,0.0,0.0,0.0,1.0
p013,Project Knowledge Base,project,hard,project,,What is the build-vs-serve split?,0.0,0.0,0.0,1.0
p014,Project Knowledge Base,project,easy,project,,What do the 1 to 5 skill proficiency levels mean?,0.0,0.0,0.0,1.0
p015,Project Knowledge Base,project,hard,project,,How was the training data for the skill scorer created?,0.0,0.0,0.0,1.0
p016,Project Knowledge Base,project,medium,project,,Which LLM does the project use?,0.0,0.0,0.0,1.0
p017,Project Knowledge Base,project,hard,project,,What is the per-gate retrieval analysis?,0.0,0.0,0.0,1.0
p018,Project Knowledge Base,project,medium,project,,How many synthetic candidates are used for evaluation and how many questions does each have?,0.0,0.0,0.0,1.0
p019,Project Knowledge Base,project,medium,project,,What hybrid search methods are combined in retrieval?,0.0,0.0,0.0,1.0
p020,Project Knowledge Base,project,medium,project,,Does the project use prompt caching?,0.0,0.0,0.0,1.0
p021,Project Knowledge Base,project,medium,project,,How do you decide which tool to call?,0.0,0.0,0.0,1.0
p022,Project Knowledge Base,project,medium,project,,What model powers you?,0.0,0.0,0.0,1.0
p023,Project Knowledge Base,project,medium,project,,What reranker do you use?,0.0,0.0,0.0,1.0
p024,Project Knowledge Base,project,hard,project,,How do you retrieve information from the candidate's documents?,0.0,0.0,0.0,1.0
p025,Project Knowledge Base,project,medium,project,,How were you built?,0.0,0.0,0.0,1.0
p026,Project Knowledge Base,project,medium,project,,How do you figure out how good a candidate is at a skill?,0.1,0.5,0.3,0.8
p027,Project Knowledge Base,project,medium,project,,What embedding model do you use?,0.0,0.0,0.0,1.0
p028,Project Knowledge Base,project,medium,project,,"Can you run entirely on free, local models without any paid APIs?",0.0,0.0,0.0,1.0
p029,Project Knowledge Base,project,medium,project,,How do you avoid making things up?,0.0,0.0,0.0,1.0
p030,Project Knowledge Base,project,medium,project,,What do you do when a recruiter asks something out of scope or that you don't know?,0.0,0.0,0.0,1.0
p031,Project Knowledge Base,project,hard,project,,How were you evaluated?,0.1,0.0,0.9,0.0
p032,Project Knowledge Base,project,medium,project,,Where do you store your knowledge?,0.0,0.0,0.0,1.0
p033,Project Knowledge Base,project,easy,project,,How many tools do you have and what are they?,0.0,0.0,0.0,1.0
p034,Project Knowledge Base,project,medium,project,,Do you remember the conversation across questions?,0.0,0.0,0.0,0.0
p035,Project Knowledge Base,project,medium,project,,How do you keep the candidate's private data secure?,0.0,0.0,0.0,1.0
p036,Project Knowledge Base,project,medium,project,,How are you deployed and how much does it cost to run?,0.0,0.0,0.0,1.0
p037,Project Knowledge Base,project,easy,project,,What language do you answer in?,0.0,0.0,0.0,1.0
p038,Project Knowledge Base,project,hard,project,,What's the difference between how you answer a 'how good is she at Python' question and a 'how does the project work' question?,0.0,1.0,0.0,1.0
p039,Project Knowledge Base,project,medium,project,,How do you expand a search query before retrieving?,0.0,0.0,0.0,1.0
p040,Project Knowledge Base,project,medium,project,,Why might you say a skill wasn't assessed?,0.0,0.2,0.9,0.0
